id,x
5123041676452207827,162.28999217550722
14909737942280558243,859.2972366596636
12595935990703798124,129.12121493974558
15725069329032358414,513.318679096649
5730026153289362937,379.575397409121
7947171272809079925,626.0790172874148
7054508100503749329,640.7389274061783
9997877200825639890,818.5126600753449
5041393069044729991,972.4232949285529
3235458161668114289,431.1516724515616
8653507491889595471,892.3430407082284
4412598830790273376,981.216397780339
6045379534670956325,309.0651251879989
15869376270309412827,573.417777915953
14678853286198917499,6.379341836553309
12477536884299405143,781.2339238138009
9327822912508151594,689.4401343143138
10693978043764783891,325.2073999648591
14868362243141172204,625.685622304885
13766610841811226702,666.3297876086846
13823106222737600719,392.44115285064265
4176652367153469499,43.28963624394477
3265518002273477140,42.70034963542102
16714554550893341945,967.542089976498
5841694988888048582,845.1464381497954
6889514053476551973,241.91038038223078
11352931279588455127,430.75349275017516
11543468865307763025,161.9201149163787
15131881606301441449,216.37907260317513
449530049479592924,891.9273057797294
8891534559681071724,591.8539218129833
12580909560170935665,388.7725147294512
8906314392512557606,156.02105832553838
8706119680980860748,536.3841639404422
17898663419144249851,851.9159749403246
17251429624679116726,693.6341089791872
6326008995513186625,411.04631732281894
12961814174896779526,494.82474472550143
8177642734287446014,178.22819517310683
7029190862047042061,16.760620760199462
10106774357686651093,342.12402768438733
15170312168425145329,579.6520355514324
5090678851077198942,292.89820877627324
15573011027356227438,11.67884339484071
899391064210531793,347.53123949714615
9030369554398648109,464.33646860511533
10967075933653746705,404.8744108431963
12848482097624508343,351.820739039012
10198972657614618554,403.736415037788
18333359831869894867,28.166762033811523
14774824711657338824,661.7109524146967
2997296783349735027,282.6804330021576
13073174533646617486,440.9385130296415
17751516048168642539,474.21183941010156
5813237460262422374,893.0080181293281
15741452472833804777,463.7853176111255
11231498818698210578,928.9128218659404
4435388333689502807,852.9300643847055
4845624848229382795,651.8493365592085
1403700849721134439,201.49120780285622
14588288313238156623,786.6703041860817
15108126488316195598,896.6859693587891
9423633554874485747,16.900270254323168
16664746604645506059,528.5969950775343
9597760680377959917,305.0686848991416
13243047295286243208,608.4630235216149
